All event log messages.
Date:	2017-03-31 09:18:20
System Name:	vController2
Controller Name:	ITA-GRAM-W-44
Controller Id	N/A

RobotWare: 6.04.01.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	888-2 PROFINET Controller/Device
	687-1 Advanced Robot Motion
	603-1 Absolute Accuracy
	608-1 World Zones
	610-1 Independent Axis
	611-1 Path Recovery
	612-1 Path Offset
	885-1 SoftMove
	613-1 Collision Detection
	614-1 FTP and NFS client
	616-1 PC Interface
	617-1 FlexPendant Interface
	623-1 Multitasking
	689-1 Externally Guided Motion (EGM)
	English
	976-1 T10 Jogging Device

Robot1
Key:	
Options:	
	Motor Commutation
	Service Info System
	Pendelum Calibration
	810-2 SafeMove
	Axis Calibration
	Drive System IRB 460/640/660/760/4600/66xx/6700
	IRB 4600-40/2.55 Type C
	ADU-790A in position X3

TrackMotion
	Key:	
Options:	
	IRBT 2005 Standard Carriage
		Robot Orientation 180 Degrees

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
729       	I   	Operational         	10010   	Motors OFF state                        	2017-03-31 09:03:41 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
730       	I   	Operational         	10011   	Motors ON state                         	2017-03-31 09:03:41 	The system is in the Motors ON state.	{args: }
731       	I   	Operational         	10002   	Program pointer has been reset          	2017-03-31 09:03:54 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
732       	I   	Operational         	10002   	Program pointer has been reset          	2017-03-31 09:03:54 	The program pointer of task RECEIVER has been reset.	{args: "3", "0", "RECEIVER"}
733       	I   	Operational         	10002   	Program pointer has been reset          	2017-03-31 09:03:54 	The program pointer of task SENDER has been reset.	{args: "4", "0", "SENDER"}
734       	I   	Operational         	10012   	Safety guard stop state                 	2017-03-31 09:05:11 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop, or in manual mode if enabling device was released.	{args: }
735       	I   	Operational         	10016   	Automatic mode requested                	2017-03-31 09:05:11 	The system has been ordered to go to the Automatic mode.	{args: }
736       	I   	Operational         	10017   	Automatic mode confirmed                	2017-03-31 09:05:11 	The system is in the Automatic mode.	{args: }
737       	I   	Operational         	10010   	Motors OFF state                        	2017-03-31 09:05:11 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
738       	I   	Operational         	10002   	Program pointer has been reset          	2017-03-31 09:05:16 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
739       	I   	Operational         	10152   	Program started                         	2017-03-31 09:05:16 	Execution of task RECEIVER has been started from the first instruction of the task's entry routine. The start order was initiated by an action causing the UNDO handler to execute.	{args: "3", "RECEIVER"}
740       	I   	Operational         	10133   	Program stopped                         	2017-03-31 09:05:16 	The task RECEIVER has stopped. The reason is that the task is ready with the execution of the UNDO handlers.	{args: "3", "RECEIVER"}
741       	I   	Operational         	10002   	Program pointer has been reset          	2017-03-31 09:05:16 	The program pointer of task RECEIVER has been reset.	{args: "3", "0", "RECEIVER"}
742       	I   	Operational         	10152   	Program started                         	2017-03-31 09:05:16 	Execution of task SENDER has been started from the first instruction of the task's entry routine. The start order was initiated by an action causing the UNDO handler to execute.	{args: "4", "SENDER"}
743       	I   	Operational         	10133   	Program stopped                         	2017-03-31 09:05:16 	The task SENDER has stopped. The reason is that the task is ready with the execution of the UNDO handlers.	{args: "4", "SENDER"}
744       	I   	Operational         	10002   	Program pointer has been reset          	2017-03-31 09:05:16 	The program pointer of task SENDER has been reset.	{args: "4", "0", "SENDER"}
745       	I   	Operational         	10011   	Motors ON state                         	2017-03-31 09:05:17 	The system is in the Motors ON state.	{args: }
746       	I   	Operational         	10052   	Regain start                            	2017-03-31 09:05:17 	A regain movement has started.	{args: "0"}
747       	I   	Operational         	10053   	Regain ready                            	2017-03-31 09:05:17 	The regain movement is ready.	{args: "0"}
748       	I   	Operational         	10151   	Program started                         	2017-03-31 09:05:17 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
749       	I   	Operational         	10151   	Program started                         	2017-03-31 09:05:17 	Execution of task RECEIVER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "RECEIVER"}
750       	I   	Operational         	10151   	Program started                         	2017-03-31 09:05:17 	Execution of task SENDER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "SENDER"}
751       	W   	Motion              	50024   	Corner path failure                     	2017-03-31 09:05:18 	Task: T_ROB1.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /RsTempModule/RsTempPath/MoveJ/106.	{args: "T_ROB1", "/RsTempModule/RsTempPath/MoveJ/106"}
752       	E   	Motion              	50027   	Joint Out of Range                      	2017-03-31 09:06:01 	Position for ROB_1 joint rob1_6 is out of working range.	{args: "rob1_6", "ROB_1"}
753       	I   	Operational         	10020   	Execution error state                   	2017-03-31 09:06:01 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
754       	I   	Operational         	10020   	Execution error state                   	2017-03-31 09:06:01 	The program execution in task RECEIVER has been stopped due to a spontaneous error.	{args: "3", "RECEIVER"}
755       	I   	Operational         	10020   	Execution error state                   	2017-03-31 09:06:01 	The program execution in task SENDER has been stopped due to a spontaneous error.	{args: "4", "SENDER"}
756       	I   	Operational         	10125   	Program stopped                         	2017-03-31 09:06:01 	The task RECEIVER has stopped. The reason is that an external or internal stop has occurred.	{args: "3", "RECEIVER"}
757       	I   	Operational         	10125   	Program stopped                         	2017-03-31 09:06:01 	The task SENDER has stopped. The reason is that an external or internal stop has occurred.	{args: "4", "SENDER"}
758       	I   	Operational         	10125   	Program stopped                         	2017-03-31 09:06:02 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
759       	I   	Operational         	10002   	Program pointer has been reset          	2017-03-31 09:06:02 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}

Operational log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
738       	I   	Operational         	10002   	Program pointer has been reset          	2017-03-31 09:05:16 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
739       	I   	Operational         	10152   	Program started                         	2017-03-31 09:05:16 	Execution of task RECEIVER has been started from the first instruction of the task's entry routine. The start order was initiated by an action causing the UNDO handler to execute.	{args: "3", "RECEIVER"}
740       	I   	Operational         	10133   	Program stopped                         	2017-03-31 09:05:16 	The task RECEIVER has stopped. The reason is that the task is ready with the execution of the UNDO handlers.	{args: "3", "RECEIVER"}
741       	I   	Operational         	10002   	Program pointer has been reset          	2017-03-31 09:05:16 	The program pointer of task RECEIVER has been reset.	{args: "3", "0", "RECEIVER"}
742       	I   	Operational         	10152   	Program started                         	2017-03-31 09:05:16 	Execution of task SENDER has been started from the first instruction of the task's entry routine. The start order was initiated by an action causing the UNDO handler to execute.	{args: "4", "SENDER"}
743       	I   	Operational         	10133   	Program stopped                         	2017-03-31 09:05:16 	The task SENDER has stopped. The reason is that the task is ready with the execution of the UNDO handlers.	{args: "4", "SENDER"}
744       	I   	Operational         	10002   	Program pointer has been reset          	2017-03-31 09:05:16 	The program pointer of task SENDER has been reset.	{args: "4", "0", "SENDER"}
745       	I   	Operational         	10011   	Motors ON state                         	2017-03-31 09:05:17 	The system is in the Motors ON state.	{args: }
746       	I   	Operational         	10052   	Regain start                            	2017-03-31 09:05:17 	A regain movement has started.	{args: "0"}
747       	I   	Operational         	10053   	Regain ready                            	2017-03-31 09:05:17 	The regain movement is ready.	{args: "0"}
748       	I   	Operational         	10151   	Program started                         	2017-03-31 09:05:17 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
749       	I   	Operational         	10151   	Program started                         	2017-03-31 09:05:17 	Execution of task RECEIVER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "RECEIVER"}
750       	I   	Operational         	10151   	Program started                         	2017-03-31 09:05:17 	Execution of task SENDER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "SENDER"}
753       	I   	Operational         	10020   	Execution error state                   	2017-03-31 09:06:01 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
